postcode,lat,lon
3677,-36.350,146.300
3678,-36.520,146.500
3682,-36.240,146.410
3683,-36.150,146.610
3685,-36.100,146.220
3687,-36.010,146.400
3688,-36.110,146.670
3689,-37.680,144.990
3690,-36.100,146.820
3691,-36.280,146.910
3694,-36.140,146.920
3695,-36.300,147.140
3697,-36.670,147.210
3698,0.000,0.000
3699,-36.810,147.220
3700,-36.180,147.340
3701,-36.530,147.500
3704,-36.100,147.540
3705,-36.190,147.770
3707,-36.280,148.030
3708,-36.050,147.930
3709,-36.050,147.560
3711,-37.420,145.710
3712,-37.330,145.860
3713,-37.230,145.910
3714,-37.250,145.700
3715,-36.970,145.790
3717,-37.340,145.290
3718,-37.130,145.530
3719,-37.010,145.620
3720,-37.020,145.860
3722,-37.010,146.220
3723,-36.890,146.260
3724,-37.050,146.080
3725,-36.320,145.800
3726,-36.280,146.060
3727,-36.230,146.060
3728,-36.100,146.080
3730,-36.030,146.080
3732,-36.580,146.380
3733,-36.750,146.410
3735,-36.520,146.580
3736,-36.460,146.480
3737,-36.980,146.780
3738,-36.610,146.790
3739,-36.700,146.850
3740,-36.820,146.850
3741,-36.730,146.960
3744,-36.750,146.980
3746,-36.300,146.580
3747,-36.360,146.690
3749,-36.410,146.860
3750,-38.380,144.810
3751,-37.690,144.890
3752,-37.650,145.100
3753,-37.470,145.000
3754,-37.620,145.150
3755,-37.570,145.140
3756,-37.400,144.800
3757,-37.450,145.110
3758,-37.380,145.030
3759,-37.640,145.240
3760,-37.620,145.290
3761,0.000,0.000
3762,0.000,0.000
3763,-37.480,145.280
3764,-37.310,144.890
3765,-37.810,145.340
3766,-37.820,145.370
3767,-37.840,145.360
3770,-37.720,145.380
3775,-37.650,145.320
3777,-37.690,145.540
3778,-37.630,145.700
3779,-37.560,145.890
3781,-37.940,145.490
3782,-37.920,145.470
3783,-37.950,145.550
3785,-38.270,144.490
3786,-37.880,145.340
3787,-37.880,145.370
3788,-37.860,145.360
3789,-37.880,145.360
3791,-37.900,145.410
3792,-37.890,145.390
3793,-37.870,145.410
3795,-37.840,145.410
3796,-37.790,145.380
3797,-37.860,145.710
3799,-37.760,145.750
3800,-37.910,145.130
3802,-37.980,145.250
3803,-38.000,145.270
3804,-37.970,145.360
3805,-38.020,145.300
3806,-38.030,145.340
3807,-38.050,145.370
3808,-38.000,145.410
3809,-38.060,145.410
3810,-38.080,145.490
3812,-38.040,145.610
3813,-38.090,145.630
3814,-38.150,145.610
3815,-38.100,145.720
3816,-38.050,145.830
3818,-38.240,145.780
3820,-38.210,145.960
3821,-38.100,145.920
3822,-38.240,146.000
3823,-38.260,146.030
3824,-38.300,146.110
3825,-37.700,146.360
3831,-37.960,145.990
3832,-37.910,145.930
3833,-37.840,145.850
3835,-38.330,146.120
3840,-38.280,146.320
3841,0.000,0.000
3842,-38.320,146.420
3844,-38.410,146.640
3847,-38.260,146.750
3850,-38.420,147.080
3851,-38.040,147.080
3852,-38.110,147.130
3853,-38.100,146.060
3854,-38.120,146.570
3856,-38.070,146.670
3857,-38.000,146.690
3858,-37.970,146.690
3859,-37.890,146.850
3860,-37.880,146.990
3862,-37.570,147.190
3864,-37.860,147.340
3865,-37.800,147.460
3869,-38.400,146.420
3870,-38.380,146.280
3871,-38.290,146.050
3873,-38.290,146.720
3874,-38.380,146.790
3875,-37.830,147.630
3878,-37.890,147.670
3880,-37.920,147.690
3882,-37.820,147.730
3885,-37.710,147.830
3886,-37.740,148.430
3887,-37.840,148.120
3888,-37.150,148.880
3889,-37.930,145.910
3890,-37.270,149.140
3891,-37.480,149.590
3892,-37.550,149.730
3893,-37.590,147.890
3895,-37.300,147.750
3896,-37.110,147.810
3898,-37.020,147.470
3900,-36.950,147.700
3902,-37.790,147.830
3903,-37.810,147.840
3904,-37.870,147.850
3909,-37.860,147.920
3910,-38.150,145.190
3911,-38.200,145.160
3912,-38.200,145.230
3913,-38.260,145.190
3915,-38.310,145.190
3916,-38.390,145.090
3918,-38.340,145.180
3919,-38.370,145.200
3920,0.000,0.000
3921,-38.340,145.340
3922,-38.450,145.240
3923,-38.460,145.310
3925,-38.540,145.340
3926,-38.370,145.130
3927,-38.380,145.150
3928,-38.400,144.970
3929,-38.470,145.020
3930,-38.190,145.080
3931,-38.240,145.060
3933,-38.240,145.090
3934,-38.300,144.990
3936,-38.350,144.950
3937,-38.370,145.010
3938,-37.990,145.220
3939,-38.400,144.900
3940,0.000,0.000
3941,-38.370,144.820
3942,-38.360,144.770
3943,-38.340,144.740
3944,-38.340,144.710
3945,-37.970,145.160
3946,-38.430,145.720
3950,-38.450,145.880
3951,-38.390,145.890
3953,-38.410,146.070
3954,-38.550,145.950
3956,-38.530,146.100
3957,-37.940,145.270
3958,-38.640,146.070
3959,-38.690,146.080
3960,-38.670,146.270
3962,-38.670,146.400
3964,-38.680,146.270
3965,-38.690,146.450
3966,-38.580,146.450
3967,-37.690,144.960
3971,-38.610,146.670
3975,-38.050,145.260
3976,-38.030,145.270
3977,-38.210,145.320
3978,-38.150,145.420
3979,-38.430,145.560
3980,-38.210,145.340
3981,-38.180,145.570
3984,-38.320,145.540
3987,-38.330,145.670
3988,-38.290,145.890
3990,-38.450,145.530
3991,-38.480,145.470
3992,-38.490,145.620
3995,-38.530,145.450
3996,-38.630,145.730
4000,-27.470,153.030
4001,-27.600,152.820
4002,0.000,0.000
4003,-24.870,152.350
4004,-24.050,149.320
4005,-27.470,153.050
4006,-27.440,153.040
4007,-27.430,153.060
4008,-27.420,153.120
4009,-27.430,153.090
4010,-27.430,153.050
4011,-27.420,153.060
4012,-27.400,153.060
4013,-27.390,153.070
4014,-27.380,153.080
4017,-27.330,153.030
4018,-27.350,153.030
4019,-27.260,153.080
4020,-27.230,153.120
4021,-27.230,153.090
4022,-27.210,153.050
4025,-27.080,153.370
4029,-27.450,153.030
4030,-27.420,153.030
4031,-27.410,153.030
4032,-27.390,153.030
4034,-27.360,153.020
4035,-27.350,152.970
4036,-27.310,153.010
4037,-27.340,152.950
4051,-27.420,153.000
4053,-27.410,152.980
4054,-27.400,152.960
4055,-27.370,152.940
4059,-27.450,153.010
4060,-27.450,152.990
4061,-27.440,152.940
4064,-27.470,153.000
4065,-27.460,152.980
4066,-27.480,152.990
4067,-27.490,153.010
4068,-27.510,152.980
4069,-27.490,152.900
4070,-27.550,152.870
4072,-27.550,152.330
4073,-27.550,152.960
4074,-27.560,152.930
4075,-27.540,152.980
4076,-27.570,152.950
4077,-27.610,152.980
4078,-27.610,152.950
4101,-27.490,153.020
4102,-27.500,153.040
4103,-27.510,153.030
4104,-27.520,153.020
4105,-27.530,153.030
4106,-27.530,153.000
4107,-27.540,153.030
4108,-27.570,153.020
4109,-27.570,153.080
4110,-27.590,153.030
4111,-27.550,153.060
4112,-27.610,153.090
4113,-27.580,153.090
4114,-27.660,153.120
4115,-27.610,153.030
4116,-27.620,153.050
4117,-27.640,153.080
4118,-27.660,153.040
4119,-27.590,153.110
4120,-27.510,153.050
4121,-27.520,153.060
4122,-27.540,153.100
4123,-27.570,153.130
4124,-27.690,153.020
4125,-27.750,153.030
4127,-27.640,153.150
4128,-27.650,153.170
4129,-27.690,153.180
4130,-27.690,153.280
4131,-27.680,153.130
4132,-27.690,153.090
4133,-27.740,153.090
4151,-27.500,153.060
4152,-27.490,153.080
4153,-27.500,153.130
4154,-27.490,153.150
4155,-19.260,146.780
4156,-27.560,153.160
4157,-27.530,153.190
4158,-27.480,153.200
4159,-27.500,153.210
4160,-27.520,153.260
4161,-27.520,153.220
4163,-27.530,153.260
4164,-27.560,153.260
4165,-27.620,153.240
4169,-27.480,153.050
4170,-27.470,153.100
4171,-27.460,153.070
4172,-27.460,153.110
4173,-27.470,153.130
4174,-27.450,153.130
4178,-27.420,153.160
4179,-27.470,153.180
4183,-27.400,153.440
4184,-27.570,153.330
4205,-27.690,153.160
4207,-27.720,153.270
4208,-27.750,153.260
4209,-27.870,153.320
4210,-27.940,153.230
4211,-28.030,153.280
4212,-27.920,153.330
4213,-28.140,153.320
4214,-27.940,153.370
4215,-27.970,153.420
4216,-27.930,153.400
4217,-28.010,153.390
4218,-28.030,153.430
4219,-28.110,153.440
4220,-28.090,153.450
4221,-28.140,153.470
4222,0.000,0.000
4223,-28.140,153.480
4224,-28.140,153.490
4225,-28.160,153.510
4226,-28.040,153.400
4227,-28.110,153.400
4228,-28.150,153.420
4229,-28.080,153.410
4230,-28.080,153.390
4270,-27.880,153.130
4271,-27.920,153.210
4272,-27.950,153.190
4275,-28.000,153.160
4280,-27.830,153.030
4285,-27.900,152.940
4287,-28.260,152.780
4300,-27.670,152.890
4301,-27.610,152.860
4303,-27.600,152.830
4304,-27.630,152.800
4305,-27.600,152.770
4306,-27.640,152.700
4307,-27.820,152.570
4309,-27.980,152.550
4310,-28.000,152.710
4311,-27.420,152.460
4312,-27.270,152.590
4313,-27.160,152.330
4340,-27.630,152.560
4341,-27.650,152.330
4342,-27.540,152.380
4343,-27.510,152.300
4344,-27.590,152.150
4345,-27.550,152.340
4346,-27.560,152.590
4347,-27.570,152.200
4350,-27.620,151.770
4352,-28.580,151.800
4353,-27.260,151.900
4354,-27.320,151.910
4355,-27.130,152.090
4356,-27.570,151.450
4357,-28.060,151.160
4358,-27.710,151.860
4359,-27.790,152.020
4360,-27.840,151.890
4361,-27.890,151.800
4362,-28.040,151.980
4363,-27.680,151.740
4364,-27.710,151.400
4365,-28.020,151.600
4370,-28.200,151.950
4371,-28.230,152.250
4372,-28.300,152.230
4373,-28.340,152.290
4374,-28.490,151.970
4375,-28.530,151.950
4376,-28.540,151.930
4377,-28.580,151.970
4378,-28.610,151.960
4380,-28.610,151.900
4381,-28.740,151.870
4382,-28.800,151.840
4383,-28.880,151.910
4384,-28.730,151.180
4385,-28.720,150.970
4387,-28.610,151.130
4388,-28.620,150.550
4390,-28.150,150.290
4400,-27.500,151.800
4401,-27.300,151.690
4402,-26.980,151.830
4403,-27.220,151.590
4404,-27.310,151.490
4405,-27.190,151.400
4406,-27.890,150.600
4407,-27.650,150.840
4408,-26.930,151.450
4410,-26.780,151.110
4411,-26.930,150.920
4412,-26.840,150.790
4413,-26.710,150.550
4415,-26.670,150.330
4416,-27.010,150.060
4417,-27.160,149.160
4418,-26.260,150.050
4419,-25.730,150.280
4420,-25.490,149.530
4421,-27.290,150.600
4422,-27.560,149.610
4423,-27.250,149.680
4424,-26.640,149.980
4425,-26.520,149.780
4426,-26.640,149.620
4427,-26.130,149.370
4428,-26.580,149.110
4454,-25.720,148.670
4455,-27.120,148.620
4461,-26.600,148.360
4462,-26.550,148.190
4465,-26.970,148.060
4467,-26.450,147.540
4468,-26.090,146.830
4470,-26.650,146.180
4471,-27.370,145.960
4472,-24.420,145.470
4474,-25.910,144.600
4475,-26.630,145.020
4477,-25.790,146.590
4478,-25.480,146.010
4479,-26.650,145.460
4480,-26.670,143.270
4481,-25.390,141.550
4482,-25.900,139.350
4486,-28.590,148.230
4487,-27.510,148.320
4488,-28.030,147.480
4489,-27.250,145.980
4490,-28.840,145.820
4491,-28.170,145.040
4492,-27.780,143.370
4493,-29.000,144.410
4494,-28.420,149.660
4496,-28.440,149.470
4497,-28.600,148.990
4498,-28.210,149.790
4500,-27.290,152.960
4501,-27.280,152.980
4502,-27.270,152.980
4503,-27.230,152.980
4504,-27.190,152.930
4505,-27.170,152.950
4506,-27.150,152.860
4507,-27.050,153.140
4508,-27.200,153.030
4509,-27.230,153.020
4510,-27.130,153.050
4511,-27.080,153.110
4512,-27.010,152.840
4514,-26.850,152.720
4515,-26.960,152.610
4516,-27.020,152.940
4517,-26.950,152.960
4518,-26.900,152.960
4519,-26.860,152.960
4520,-27.230,152.800
4521,-27.070,152.810
4550,-26.810,152.960
4551,-26.780,153.110
4552,-26.780,152.890
4553,-26.760,152.930
4554,-26.730,152.960
4555,-26.700,152.990
4556,-26.690,153.050
4557,-26.680,153.120
4558,-26.660,153.100
4559,-26.650,153.040
4560,-26.620,153.040
4561,-26.530,152.930
4562,-26.480,152.800
4563,-26.420,152.850
4564,-26.580,153.100
4565,-26.290,152.990
4566,-26.400,153.060
4567,-26.430,153.110
4568,-26.330,152.860
4569,-26.330,152.820
4570,-26.350,152.670
4571,-26.220,152.930
4572,-26.670,153.110
4573,-26.530,153.090
4574,-26.600,152.760
4575,-26.750,153.120
4580,-26.010,153.060
4581,-25.510,153.120
4600,-26.220,152.270
4601,-26.330,152.170
4605,-26.200,151.890
4606,-26.250,151.810
4608,-26.370,151.940
4610,-26.760,151.630
4611,-26.160,151.750
4612,-26.180,151.690
4613,-26.110,151.630
4614,-26.820,151.900
4615,-26.650,151.950
4620,-25.610,152.330
4621,-25.510,152.050
4625,-25.810,151.670
4626,-25.810,151.210
4627,-25.140,151.130
4630,-24.790,151.230
4650,-25.470,152.660
4655,-25.350,152.890
4659,-25.290,152.630
4660,-25.200,152.330
4662,-25.350,152.600
4670,-24.840,152.020
4671,-25.080,151.680
4673,-24.690,152.170
4674,-24.470,151.950
4676,-24.630,151.590
4677,-24.210,151.900
4678,-24.240,151.500
4680,-23.860,151.270
4694,-23.840,151.070
4695,-23.790,150.930
4697,-23.720,150.820
4699,-23.650,150.640
4700,-23.390,150.500
4701,-23.360,150.520
4702,-24.330,149.780
4703,-23.110,150.700
4704,-23.120,150.460
4705,-22.740,149.310
4706,-22.590,149.640
4707,-21.870,149.140
4709,-23.040,148.340
4710,-23.260,150.830
4711,-23.250,150.480
4712,-23.700,149.670
4713,-24.110,149.430
4714,-23.620,150.390
4715,-24.400,150.510
4716,-24.580,150.670
4717,-23.590,148.880
4718,-24.570,149.300
4719,-25.050,150.160
4720,-23.530,148.160
4721,-23.280,147.560
4722,-24.510,147.420
4723,-23.010,148.230
4724,-23.650,146.640
4725,-23.550,145.290
4726,-22.970,145.250
4727,-23.850,144.470
4728,-22.690,146.150
4730,-23.040,144.530
4731,-24.260,144.440
4732,-22.590,144.550
4733,-21.710,143.370
4735,-23.760,141.140
4736,-24.830,143.060
4737,-21.450,149.290
4738,-21.700,149.360
4739,-21.910,149.420
4740,-21.160,149.100
4741,-20.900,149.000
4742,-21.540,148.080
4743,-21.360,148.120
4744,-22.000,148.050
4745,-22.590,148.350
4746,-22.640,148.920
4750,-21.040,149.160
4751,-21.190,149.030
4753,-21.120,148.890
4754,-21.160,148.810
4756,-21.140,148.630
4757,-21.170,148.510
4798,-20.900,148.770
4799,-20.710,148.600
4800,-20.580,148.420
4801,-20.050,148.890
4802,-20.270,148.720
4803,-20.350,148.960
4804,-20.550,147.850
4805,-20.380,147.890
4806,-19.670,147.450
4807,-19.550,147.440
4808,-19.550,147.350
4809,-19.530,147.210
4810,-19.250,146.800
4811,-19.320,146.820
4812,-19.270,146.780
4813,0.000,0.000
4814,-19.300,146.760
4815,-19.330,146.730
4816,-19.420,146.950
4817,-19.330,146.600
4818,-19.200,146.660
4819,-19.150,146.860
4820,-20.080,146.250
4821,-20.280,143.880
4822,-21.510,142.690
4823,-18.130,139.960
4824,-20.700,140.510
4825,-21.160,149.100
4828,-19.920,138.120
4829,-23.390,139.670
4830,-17.740,139.550
4849,-18.270,146.030
4850,-18.470,145.890
4852,-17.830,146.100
4854,-18.120,145.910
4855,-17.790,146.020
4856,-17.720,146.030
4857,-17.750,146.020
4858,-17.570,146.040
4859,-17.600,145.970
4860,-17.560,146.000
4861,-17.340,145.920
4865,-17.150,145.740
4868,-16.960,145.730
4869,-17.000,145.740
4870,-16.880,145.750
4871,-17.610,143.190
4872,-17.230,145.620
4873,-16.370,145.380
4874,-12.660,141.850
4875,-10.120,142.140
4876,-10.850,142.430
4877,-16.540,145.470
4878,-16.840,145.710
4879,-16.770,145.670
4880,-17.110,145.300
4881,-16.820,145.510
4882,-17.190,145.460
4883,-17.270,145.470
